我也住香港	"wo3 ye3 zhu4 xiang1gang3
I also live in Hong Kong
[sound:ialsoliveinhk.mp3]"	tag
我喜欢AI	"wo3 xi3huan1 AI
I like AI
[sound:IlikeAI.mp3]"	tag
我喜歡你	"wo3 xi3huan1 ni3
I like you (Girlfriend)
[sound:Ilikeyou.mp3]"	tag
我喜歡攀岩	"wo3 xi3huan1 pan1yan2
I like rock climbing
[sound:Ilikerockclimbing.mp3]"	tag
我還喜歡爬山	"wo3 hai2 xi3huan1 pa2shan1
I also like to hike
[sound:Ialsolikehiking.mp3]"	tag
你叫什麼名字？	"ni3 jiao4 shen2me ming2zi
What is your name?
[sound:whatisyourname.mp3]"	tag
你喜歡做什麼？	"ni3 xi3huan1 zuo4 shen2me?
What do you like to do?
[sound:whatdoyouliketodo.mp3]"	tag
你住哪	"ni3 zhu4 na3
Where do you live?
[sound:whereyoucomefrom.mp3]"	tag
下午好	"xia4wu3 hao3
Good afternoon
[sound:good_afternoon.mp3]"	tag
你可以再說一邊罵	"Nǐ kěyǐ zàishuō yībiàn ma
Can you say that again?
[sound:canyousaythatagain.mp3]"	tag
你會說中文嗎	"ni3 hui4 shuo1 zhong1wen2 ma
Do you speak Chinese?
[sound:doyouspeakchinese.mp3]"	tag
你認識 David嗎	"ni3 ren4shi2 David ma?
Do you know David
[sound:doyouknowdavid.mp3]"	tag
很高興認識你	"hen3 gao1xing4 ren4shi2 ni3
Nice to meet you
[sound:nicetomeetyou.mp3]"	tag
情說慢點	"（Qíng） shuō màn diǎn
（Please） speak slowly
[sound:pleasespeakslower.mp3]"	tag
我不會說廣東話	"wo3 bu2 hui4 shuo1 guang3dong1hua4
I don't speak Cantonese 2
[sound:Idonotspeakcanto2.mp3]"	tag
我不會說粵語	"wo3 bu2 hui4 shuo1 yue4 yu3
I don't speak Cantonese
[sound:Idonotspeakcanto1.mp3]"	tag
我喜歡學中文	"wo3 xi3huan1 xue2 zhong1wen2
I like learning Mandarin
[sound:Ilikelearningmandarin.mp3]"	tag
我在學中文	"wo3 zai4 xue2 zhong1wen2
I am learning Mandarin
[sound:Iamlearningmandarin.mp3]"	tag
我在香港	"wo3 zai4 xiang1gang3
I am in Hong Kong
[sound:Iaminhongkong.mp3]"	tag
我學了兩週中文	"wo3 xue2 le liang3zhou1 zhong1wen2
I have been learning Mandarin for 2 weeks
[sound:Ilearnmandarinfor2weeks.mp3]"	tag
我很渴	"wo3 hen3 ke3
I am very thirsty
[sound:Iamverythirsty.mp3]"	tag
我很饿	"wo3 hen3 e4
I am very hungry
很=transient"	tag
我明白了	"wo3 ming2bai2 le
I understand
[sound:Iunderstand.mp3]"	tag
我是澳大利亞人	"wo3 shi4 ao4da4li4ya4 ren2
I am Australian
[sound:Iamaustralian.mp3]"	tag
我會說一点中文	"wo3 hui4 shuo1 yi4 dian3 zhong1wen2
I speak a little bit of mandarin
[sound:I_speak_a_little_mandarin.mp3]"	tag
我會說英文	"wo3 hui4 shuo1 ying1wen2
I speak English
[sound:IspeakEnglish.mp3]"	tag
我渴了	"wo3 ke3 le
I am thirsty
[sound:Iamthirsty.mp3]"	tag
我理解你	"wo3 li3jie3 ni3
I feel you
[sound:Ifeelyou.mp3]"	tag
我饿了	"wo3 e4 le
I am hugry
[sound:Iamhungry.mp3]"	tag
早上好	"zao3 shang4 hao3
Good morning
[sound:good_morning.mp3]"	tag
晚上好	"wan3shang4 hao3
Good evening
[sound:good_evening.mp3]"	tag
（中文）則么說 。。。	"(zhong1wen2) ze3me shuo1 .....
&nbsp;How do you say .... in Chinese?
[sound:howdoyousay.mp3]"	tag
